id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"543P012860";"012860";"";"543P";"1997-11-25";"1997-12-13";"D";"S";"PETANQUE JOYEUSE VARANGEVILLOISE";"affiliation fédération française pétanque et jeux provençaux";"000000";"000000";"MAIRIE";"11, rue Gambetta";"";"54110";"VARANGEVILLE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P012861";"012861";"";"543P";"1997-11-25";"1997-12-13";"D";"S";"CONNAISSANCE DE BARRES";"faire connaître l'homme tel qu'il était: homme d'action et de passion; inciter nos contemporains à la lecture de ses oeuvres; organiser tous types de manifestations concourant à la réalisation des objectifs ci-dessus";"000000";"000000";"MAIRIE";"11 rue de la mairie";"";"54330";"SAXON-SION";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012863";"012863";"";"543P";"1997-11-26";"1997-12-13";"D";"S";"FLEX-A-TONE";"Gérer des activités artistiques et/ou culturelles";"000000";"000000";"20, avenue du XXème corps";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012865";"012865";"";"543P";"1997-11-26";"1997-12-13";"D";"S";"LES P'TITS LOUPS";"Réunir les enfants placés chez les assistantes maternelles agrées indépendantes, développer des activités manuelles, préparer les enfants à leur vie sociale.";"000000";"000000";"4, rue de la Meuse";"";"";"54520";"LAXOU";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012866";"012866";"";"543P";"1997-11-27";"1997-12-13";"D";"S";"SOCIETE D'ORGANISATION DE CONCERTS DANS L'EST";"organisation de concerts dans Nancy et sa grande banlieue ainsi que l'organisation de soirées à thême";"000000";"000000";"chez Laurent TONNELIER";"17, rue de la Citadelle";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012868";"012868";"";"543P";"1997-11-28";"1997-12-27";"D";"S";"L'ARBRE VERT";"organiser divers espaces d'éveil de l'enfant: ateliers: chant prénatal, éveil musical; espace - accueil, écoute et témoignage";"000000";"000000";"218, avenue du général Leclerc";"";"";"54000";"NANCY";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P012869";"012869";"";"543P";"1997-11-28";"1997-12-27";"D";"S";"FORUM PERMANENT DE L'EMPLOI";"faciliter la rencontre entre les chefs de petites entreprises et les demandeurs d'emploi par l'organisation de forums";"000000";"000000";"2, rue Eugène Vallin";"";"";"54180";"HEILLECOURT";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P012870";"012870";"";"543P";"1997-12-01";"1997-12-27";"D";"S";"ASSOCIATION DES ENSEIGNANTS EN PHILOSOPHIE DE L'ENSEIGNEMENT PRIVE CATHOLIQUE DE LORRAINE";"mettre à la disposition des enseignants dephilosophie un cadre juridique et financier susceptible de les aider dans leur travail d'enseignement, de formation personelle et collective; à prmouvoir la philosophie, la recherche et la valorisation de cette discipline en concertation avec les instances de l'enseignement catholique et de l'éducation nationale";"000000";"000000";"2, chemin de la botte";"";"";"54230";"CHAVIGNY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012871";"012871";"";"543P";"1997-12-02";"1997-12-27";"D";"S";"ASSOCIATION PSA";"recherches en psychanalyse, à partir du patrimoine scientifique et documentaire constitué par les revues freudiennes et pour l'édition de la revue ""le mouvement psychanalytique, revue des revues freudiennes""";"000000";"000000";"CHEZ M. CHRISTOPHE Philippe";"19, rue du Four";"";"54520";"LAXOU";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012872";"012872";"";"543P";"1997-12-02";"1997-12-27";"D";"S";"USEP JULES FERRY";"promotion des activités sportives individuelles et collectives au sein et en dehors de l'école en prolongement des programmes officiels de l'éducation nationale";"000000";"000000";"ECOLE JULES FERRY";"rue Jules Ferry";"";"54130";"ST-MAX";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012873";"012873";"";"543P";"1997-12-03";"1997-12-27";"D";"S";"DJ' FOLIES ANIMATION";"animation et sonorisation";"000000";"000000";"6, rue du capitaine Caillon";"";"";"54230";"NEUVES-MAISONS";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012874";"012874";"";"543P";"1997-12-03";"1997-12-27";"D";"S";"L'ENFANT BLEU - ANTENNE DE NANCY - FONDATRICE LORENE RUSSEL - ENFANCE MALTRAITEE";"aide à l'enfance maltraitée ou martyrisée; toutes actions permettant d'aider son entourage et le soutien par un travail éducatif, pédagogique ou thérapeutique aux adultes subissant les répercussions de mauvais traitements dans l'enfance. Elle propose pour réaliser cet objet social d'utiliser les moyens suivants: mettre tout en oeuvre pour que soit voté et appliqué le projet de loi LORENE RUSSEL; campagne et actions de prévention et de sensibilisation sur les problèmes de l'enfance martyrisée; reception des signalements et enqu^tes d'évaluation; défense de l'enfant sur le plan juridique et judiciaire; mise en place de programmes de prévention; création d'espaces pédagogiques et psychothérapeutiques; parrainage d'aide aux familles (pédago-préventif); campagne de mobilisation dans les lieux publics pour enfants; création d'un téléphone vert pour enfants fugueurs, martyrisés ou pour parents à problèmes; organisation de conférences, colloques, festivals et expositions; recherche de familles d'accueil; publication et édition";"000000";"000000";"25, rue Sainte Catherine";"";"";"54000";"NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012876";"012876";"";"543P";"1997-12-05";"1998-01-03";"D";"S";"XPRESSION TUNING NANCY";"développement  et la promotion de la personnalisation automobile sur la ville de Nancy et ses environs";"000000";"000000";"chez MR SHINTOT Christophe";"42, rue de l'Aubisque";"";"54280";"SEICHAMPS";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012877";"012877";"";"543P";"1997-12-05";"1998-01-03";"D";"S";"A - TEAM CREW";"contribuer à l'animation de la vie culturelle nancéienne, notamment par l'organisation de concerts de musiques rock; promouvoir les groupes régionaux";"000000";"000000";"67, rue Maréchal Oudinot";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012878";"012878";"";"543P";"1997-12-08";"1998-01-03";"D";"S";"ASSOCIATION CONTACT DES ANCIENS ETUDIANTS EN LANGUES ETRANGERES APPLIQUEES DE NANCY II";"créer et maintenir des liens d'amitié et de solidarité entre les anciens étudiants en LEA ainsi qu'entre les anciens et actuels étudiants de la filière; l'association a également pour but de réaliser une enquête-emploi auprès des étudiants ayant obtenu une maîtrise LEA; cela afin de connaître leur devenir et obtenir de potentielles offres de stage; la poursuite de cette enquête devra conduire à la réalisation d'un annuaire des anciens";"000000";"000000";"FACULTE DES LETTRES ET SCIENCES HUMAINES";"23, boulevard Albert 1er  BP 3397";"";"54000";"NANCY";"PL";"";"";"A";"";"0001-01-01 00:00:00"
"543P012879";"012879";"";"543P";"1997-12-08";"1998-01-03";"D";"S";"MAC GILL PRODUCTIONS";"développer la culture sous toutes ses formes";"000000";"000000";"74 boulevard Jean Jaurès";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012881";"012881";"";"543P";"1997-12-10";"1998-01-03";"D";"S";"NANCY RAID 110 TROPHY";"organiser des manifestations socio-culturelles diverses; financer le voyage au 110ème anniversaire de la FALUCHE aux étudiants nancéiens; elle peut passer des accords de partenariat avec une ou des associations et adhérer à une ou des fédératons dont les finalités correspondent aux siennes";"000000";"000000";"174, avenue du général Leclerc";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012883";"012883";"";"543P";"1997-12-12";"1998-01-17";"D";"S";"CERCLE DES ETUDIANTS MESSINS ET NANCEIENS (C.E.M.N.)";"animer la vie étudiante messine et nancéienne et représenter les étudiants";"000000";"000000";"chez MR  MULLER Laurent";"87, rue de Boudonville";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012885";"012885";"";"543P";"1997-12-16";"1998-01-17";"D";"S";"N.B. COMMUNICATION";"la prestation de service en matière de communication";"000000";"000000";"66, rue Mac Mahon";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P012886";"012886";"";"543P";"1997-12-16";"1998-01-17";"D";"S";"INETWORKERS";"aider au développement et à la diffusion des NTIC (nouvelles technologies de l'information et de la communication), en particulier les technologies collaboratives et de gestion de la connaissance de type INET (internet,  intranet, extranet, groupware) Les objectifs recherchés sont notamment: améliorer la maîtrise des NTIC par les entreprises dans les domaines du management et de l'organisation pour accroître leurs performances; intégrer les NTIC dans le monde de l'éducation et de la formation; favoriser l'émergence de nouveaux modes de travail et d'échanges; permettre l'utilisation des NTIC par les citoyens; contribuer au développement  économique et à la création d'emplois; participer à l'aménagement du territoire";"000000";"000000";"19, rue de la Charmousse";"";"";"54290";"CREVECHAMPS";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012887";"012887";"";"543P";"1997-12-16";"1998-01-17";"D";"S";"ASSOCIATION DES JURISTES SPECIALISES EN CONTRATS PUBLICS";"Promouvoir le DESS Droit des contrats publics ; information des étudiants ; convaincre les professionnels ; recherche de stages ; susciter des passerelles ; constituer un fond documentaire ; répondre aux attentes des promotions futures.";"000000";"000000";"FACULTE DE DROIT SCIENCES ECONOMIQUES ET GESTION.";"13, place Carnot";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P012891";"012891";"";"543P";"1997-12-18";"1998-03-07";"D";"S";"CACHISOL SOLIDARITE FRANCO-CHILIENNE";"favoriser, par tous les moyens à notre disposition, les échanges entre la France et le Chili; à sa création, l'association souhaite venir en aide aux écoliers chiliens grâce à un soutien matériel et par la diffusion de témoignages sur le système éducatif chilien; sa visée essentielle est, dans un futur proche, la mise en place d'échanges culturels durables et reconnus entre divers établissements des deux pays";"000000";"000000";"2, rue Saint Claude";"bâtiment Vélasquez appartement 24";"";"54180";"HEILLECOURT";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012892";"012892";"";"543P";"1997-12-19";"1998-01-24";"D";"S";"VELO - CPAM";"création d'un club cycliste";"000000";"000000";"C.P.A.M.";"9, boulevard Joffre";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012893";"012893";"";"543P";"1997-12-19";"1998-01-24";"D";"S";"ASSOCIATION RENEBOIS";"la propriété, l'administration et la mise en valeur de tous les immeubles et notamment d'un ensemble immobilier situé à ""le Groube"" sur le territoire de la commune de PLAINFAING et la mise à disposition de ses biens au profit de toutes oeuvres de colonies de vacances et séjour à caractère éducatif ou culturel";"000000";"000000";"1, rue Jean Mermoz";"";"";"54770";"AGINCOURT";"PF";"";"W543014488";"R";"";"2020-05-15 10:44:53"
"543P012896";"012896";"";"543P";"1997-12-22";"1998-01-24";"D";"S";"PAROLE DE MUSIC";"METTRE EN PLACE DES CONCEPTS D'ANIMATION AUDIOVISUELLE, D'EN ASSURER LA PREPARATION, SA MEDIATISATION, D'EN ASSURER EN OUTRE LA PRESTATION SI LE CLIENT LE SOUHAITE, SOIT DIRECTEMENT, SOIT PAR L'INTERVENTION DE TIERS.";"000000";"000000";"1 A, rue Michelet chez M. BARBU";"résidence Michelet";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012898";"012898";"";"543P";"1997-12-26";"1998-01-24";"D";"S";"ASSOCIATION POUR L'INNOVATION";"cette association a pour but d'accompagner toute action d'innovation et de changement technologique: que ce soit par la conduite de formation continue, de recherche action et l'accompagnement de projets industriels, conseils et de promotion du laboratoire de recherche en génie des systèmes industriels";"000000";"000000";"ENSGSI";"8, rue Bastien Lepage";"";"54010";"NANCY CEDEX";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P012899";"012899";"";"543P";"1997-12-26";"1998-01-24";"D";"S";"ASSOCIATION ""CARREFOUR SANTE""";"mise en oeuvre d'actions en matière de santé publique et de prévention; promotion de la santé publique avec les professionnels, les populations et les organismes concernés; information, animation, définition de stratégie de communication en matière de santé publique et leur mise en application; soutien d'actions menées par d'autres structures en rapport avec cette activité: prêts documentaires, prêts d'expositions, participation à l'animation des actions menées par d'autres stuctures, association de ces structures aux actions menées par carrefour santé";"000000";"000000";"14, rue Saint Thiébault";"";"";"54000";"NANCY";"PM";"";"W543008997";"R";"";"2016-01-07 16:35:07"
"543P012900";"012900";"";"543P";"1997-12-26";"1998-01-24";"D";"S";"UNION COLLEGIALE DES CHIRURGIENS ET SPECIALISTES -FORM- LORRAINE";"la formation syndicale et professionnelle des médecins spécialistes de Lorraine";"000000";"000000";"chez docteur L. BRESLER";"33, rue Edouard Herriot";"";"54520";"LAXOU";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012901";"012901";"";"543P";"1997-12-26";"1998-01-24";"D";"S";"ASSOCIATION PEDAGOGIQUE D'ART MUSICAL";"développer à travers la pédagogie non seulement le goût musical mais surtout donner aux élèves un sens critique propre par rapport à leur art qui est la musique";"000000";"000000";"43, rue des Tiercelins";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012903";"012903";"";"543P";"1997-12-30";"1998-01-24";"D";"S";"RIRES D'ENFANTS (COMITE DE NANCY - LES CLES . DE . SOL)";"l'association associe et rapproche des enfants et des adultes dans le cadre de contacts, de spectacles, d'ateliers, de réunions, de conférences, de sorties, de visites, de voyages d'ordre artistiques, culturels et intervient principalement en milieu hospitalier et éducatif";"000000";"000000";"7/9, chemin de la côte Leprêtre";"";"";"54320";"MAXEVILLE";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012904";"012904";"";"543P";"1998-01-05";"1998-01-31";"D";"S";"LE HANGAR";"organisation, production et développement de la culture indépendante";"000000";"000000";"14, rue du faubourg des III maisons";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P012905";"012905";"";"543P";"1998-01-05";"1998-01-31";"D";"S";"INTERNATIONAL V-MAX";"organiser un rasemblement international V. MAX  annuellement";"000000";"000000";"3, rue du Bac";"";"";"54850";"MEREVILLE";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012906";"012906";"";"543P";"1998-01-06";"1998-01-31";"D";"S";"OT' CHOZ";"sortir les jeunes de la rue; créer, entretenir et maintenir un foyer de jeunes à Rosières; promouvoir toutes expressions et activités culturelles";"000000";"000000";"chez MME BRIENNE-BASSET";"7, place Saint Pierre";"";"54110";"ROSIERES-AUX-SALINES";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012908";"012908";"";"543P";"1998-01-08";"1998-01-31";"D";"S";"NOVI PUBLICATIONS";"promotion et diffusion de la culture par l'intermédiaire de l'édition de périodiques et l'organisation d'événements culturels";"000000";"000000";"36, rue des Tiercelins";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012909";"012909";"";"543P";"1998-01-09";"1998-01-31";"D";"S";"ASSOCIATION DES ETUDIANTS D'INFO-COM";"réunir les étudiants du département";"000000";"000000";"IUT A département information - communication";"2 ter, boulevard Charlemagne";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P012910";"012910";"";"543P";"1998-01-09";"1998-01-31";"D";"S";"LORRAINE EXPRESSION MUSIQUE";"aide et soutien d'auteurs compositeurs lorrains d'expression française";"000000";"000000";"12, rue Notre Dame";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012911";"012911";"";"543P";"1998-01-12";"1998-01-31";"D";"S";"FUN IDEAS";"organisation d'événements, création artistique, concepts de produits";"000000";"000000";"avenue du général Mangin";"3 bâtiment les jonquilles appart 770 entrée H 3";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012912";"012912";"";"543P";"1998-01-14";"1998-01-31";"D";"S";"ASSOCIATION DES DIPLOMES EN RECHERCHE D'EMPLOI DE MEURTHE-ET-MOSELLE (ADREM)";"cette association apolitique et indépendante a pour but de redonner une image positive aux r-mistes diplômés de Meurthe-et-Moselle en les accueillant, en les informant et en les soutenant";"000000";"000000";"10, rue Pierre Schaeffer";"Bâtiment Vincent d'Indy";"";"54000";"NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012914";"012914";"";"543P";"1998-01-14";"1998-01-31";"D";"S";"ASPHALTE";"participer à des courses automobiles et d'organiser diverses manifestations";"000000";"000000";"13, rue Michel Ney";"";"";"54000";"NANCY";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P012915";"012915";"";"543P";"1998-01-14";"1998-01-31";"D";"S";"CERCLE DES COLLECTIONNEURS";"rassembler les collectionneurs dans des salons; faciliter les échanges entre eux; aide et étude des collectionneurs";"000000";"000000";"M.J.C. BAZIN";"47, rue Henri Bazin";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012916";"012916";"";"543P";"1998-01-15";"1998-01-31";"D";"S";"L'EGO LOISIR";"promouvoir et organiser des activités de découverte et de loisir tout public";"000000";"000000";"109, grande rue";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012917";"012917";"";"543P";"1998-01-16";"1998-02-07";"D";"S";"THE AMERICAN MOVIE FAN";"création d'un fanzine gratuit traitant de l'actualité cinématographique américaine";"000000";"000000";"16, rue Anatole France";"bâtiment René Clair";"";"54390";"FROUARD";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012918";"012918";"";"543P";"1998-01-19";"1998-02-07";"D";"S";"ASSOCIATION REGIONALE DE COMMUNICATION POUR ANIMATIONS, DIVERTISSEMENTS ET EVENEMENTS (A.R.C.A.D.E)";"conseil et communication pour la mise en forme de toute manifestation événementielle - culturelle, sportive ou ludique";"000000";"000000";"chez M. Stéphane FRICHE";"9, rue de Chateau Salins";"";"54280";"MAZERULLES";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012921";"012921";"";"543P";"1998-01-21";"1998-02-07";"D";"S";"ASSOCIATION ECO-EMPLOIS";"OBJET Absent";"000000";"000000";"55, rue Charles Keller";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012922";"012922";"";"543P";"1998-01-21";"1998-02-07";"D";"S";"ESPRIT DE JEUNESSE KHMERE DE LAXOU";"culture khmère, danse traditionnelle, fête, nouvel an cambodgien, musique";"000000";"000000";"avenue de l'Europe";"bâtiment Anjou appartement 43 entrée Sud";"";"54520";"LAXOU";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012924";"012924";"";"543P";"1998-01-21";"1998-02-07";"D";"S";"ASSOCIATION DES INTERNES EN ODONTOLOGIE DU NORD-EST (A.D.I.ON.E)";"défense et représentation des internes en odontologie des facultés de Lille - Reims - Strasbourg et Nancy";"000000";"000000";"FEDEN";"2, rue de la Citadelle";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012925";"012925";"";"543P";"1998-01-21";"1998-02-07";"D";"S";"TERROIRS STANISLAS";"promouvoir par tous les moyens la vente directe des produits fermiers par le producteur et faire connaître les points de vente existants";"000000";"000000";"ferme de Preys";"";"";"54610";"EPLY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012926";"012926";"";"543P";"1998-01-22";"1998-02-07";"D";"S";"HANDISPORT ET CULTURE ""LES DAUPHINS""";"L'organisation, le développement, la coordination de la pratique des activités physiques, sportives, culturelles, sociales et ludiques au profit des personnes handicapées ^présentant une déficience motrice ou sensorielle";"000000";"000000";"24, rue Jeanne d'Arc";"";"";"54000";"NANCY";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P012928";"012928";"";"543P";"1998-01-22";"1998-02-07";"D";"S";"POWER OFF ROAD";"ORGANISER ET PARTICIPER A DES COURSES DE MOTOS";"000000";"000000";"22, rue Louis Majorelle";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012929";"012929";"";"543P";"1998-01-22";"1998-02-07";"D";"S";"SENEGAL 98";"APPORTER DU MATERIEL SCOLAIRE ET PEDAGOGIQUE OBTENU PAR COLLECTE AUPRES DES FAMILLES DE NANCY ET DES DONS QUE CERTAINES PAPETERIES OU FOURNISSEURS DE MATERIEL NOUS ONT ACCORDE EN TANT QUE SPONSORS AUX ENFANTS DU SENEGAL.
NOTRE HIMBLE MISSION CONSISTE A PERMETTRE L'ACCOMPLISSEMENT ACTIF DES DROITS DE L'ENFANCE EN MATIERE D'EDUCATION.

NOTRE HUMBLE MISSION CONSISTE A PERMETTRE L'ACCOMPLISSEMENT ACTIF DES DROITS DE L'ENFANCE EN MATIERE D'EDUCA";"000000";"000000";"2 ter, boulevard Charlemagne";"Département technique de commercialisation";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012930";"012930";"";"543P";"1998-01-26";"1998-02-21";"D";"S";"ASSOCIATION JEUNES LANEUVEVILLOIS";"PROMOTION  ET AIDES A LA REALISATION  DE PROJETS ISSUS ET PORTES PAR LA POPULATION DES JEUNES DE LA VILLE DE LANEUVEVILLE DEVANT NANCY";"000000";"000000";"MAIRIE";"";"";"54410";"LANEUVEVILLE-DEVANT-NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012934";"012934";"";"543P";"1998-01-26";"1998-02-21";"D";"S";"EDGE PRODUCTION";"Participer au développement et à la promotion de toutes activités artistiques, dans les pays francophones";"000000";"000000";"chez Melle Valérie CESARO";"28, quai Choiseul";"";"54000";"NANCY";"PL";"";"";"S";"";"0001-01-01 00:00:00"
"543P012935";"012935";"";"543P";"1998-01-26";"1998-02-21";"D";"S";"DELYSID ZONE";"produire et réaliser des actions de communication et des spectacles pluridisciplinaires incluant les nouvelles technologies d'aide à la création artistique et le multimédia; rechercher et gérer les financements et les apports de nature propress à la réalisation des spectacles et actions de communication";"000000";"000000";"21 rue Drouin";"";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P012936";"012936";"";"543P";"1998-01-27";"1998-02-21";"D";"S";"UNION NATIONALE DES ETUDIANTS DE FRANCE - ASSEMBLEE GENERALE DES ETUDIANTS DE NANCY (U.N.E.F. - I.D. A.G.E. DE NANCY)";"défense des intérêts matériels, moraux et culturels des étudiants";"000000";"000000";"CAMPUS LETTRES";"23, boulevard Albert 1er";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012937";"012937";"";"543P";"1998-01-27";"1998-02-21";"D";"S";"ASSOCIATION DE LOCATAIRES EN COLERE (A.L.E.C.)";"veiller au respect des droits des locataires dans leurs relations individuelles comme dans leurs relations collectives avec leurs bailleurs; apporter un moyen collectif de recours en cas de non respect des obligations liées au droit locatif et représenter l'intérêt des locataires dans leurs démarches tant auprès des bailleurs que des autorités compétentes; veiller au maintien du cadre de vie et du respect de l'environnement";"000000";"000000";"8, grande rue";"";"";"54420";"SAULXURES-LES-NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012938";"012938";"";"543P";"1998-01-28";"1998-02-21";"D";"S";"ASSOCIATION MESSINOISE";"venir en aide à toute personne qui ferait appel à elle en provoquant l'embauche de chômeurs; ses intervenants spécialisés embauchés auront pour rôle d'effectuer en règle générale tous travaux du bâtiment que les adhérents ne peuvent plus réaliser par eux mêmes";"000000";"000000";"9, rue des étangs";"";"";"54850";"MESSEIN";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012939";"012939";"";"543P";"1998-01-28";"1998-02-21";"D";"S";"KICK-BOXING CLUB MAXEVILLE";"enseigner le kick-boxing et la self-défense dans un esprit sportif";"000000";"000000";"CENTRE SPORTIF MARIE MARVINGT";"11, rue Solvay";"";"54320";"MAXEVILLE";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012941";"012941";"";"543P";"1998-01-28";"1998-02-21";"D";"S";"LES FILMS DU CROCUS";"promouvoir, réaliser des courts métrages de jeunes auteurs-réalisateurs lorrains";"000000";"000000";"chez MR Joël REMY";"56, rue Henri Déglin";"";"54000";"NANCY";"PF";"";"";"A";"";"0001-01-01 00:00:00"
"543P012942";"012942";"";"543P";"1998-01-29";"1998-02-21";"D";"S";"LES AMIS DE L'ETRE";"FAIRE CONNAITRE DES METHODES DE RELAXATION ET DE REFLEXOLOGIE.";"000000";"000000";"15, rue de Laitre";"chez Mme GONORD";"";"54760";"LEYR";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P012943";"012943";"";"543P";"1998-01-30";"1998-02-28";"D";"S";"ARENOV";"gérer une entreprise d'insertion par l'économique qui a pour but de favoriser l'intégration sociale et professionnelle de personnes en difficultés par l'utilisation de moyens économiques et notamment en intervenant dans le second oeuvre du bâtiment";"000000";"000000";"24, rue du Crosne";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012944";"012944";"";"543P";"1998-01-30";"1998-02-28";"D";"S";"ASSOCIATION DES ETHIOPIENS DE LORRAINE";"entraider les adhérents éthiopiens à mieux communiquer entre eux en pensant à leurs coutumes locales";"000000";"000000";"45, rue du général Custine";"";"";"54000";"NANCY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012946";"012946";"";"543P";"1998-01-30";"1998-02-28";"D";"S";"COMMUNICATION, ANIMATION ET RELATIONS EN EDUCATION (C.A.R.E.)";"promouvoir les concepts et les pratiques de développement personnel et social des individus; faciliter les recherches / actions / formations / évaluations dans le domaine de la communication et des relations humaines";"000000";"000000";"6, rue Berthe Boissieux";"";"";"38000";"GRENOBLE";"PM";"";"";"S";"";"0001-01-01 00:00:00"
"543P012947";"012947";"";"543P";"1998-02-02";"1998-02-28";"D";"S";"ASSOCIATION FRANCAISE DE REIKI USUI SIHKI RYOHO";"recherche de la santé du corps et de l'esprit à travers le Reiki; faire une information sur le Reiki traditionnel; initier au Reiki suivant la tradition authentique dans les différents degrés";"000000";"000000";"1, rue Jeuyeté";"";"";"54340";"POMPEY";"PM";"";"";"A";"";"0001-01-01 00:00:00"
"543P012948";"012948";"";"543P";"1998-02-03";"1998-02-28";"D";"S";"ASSOCIATION D'ORTHO-BIONOMY EST";"faire d'couvrir l'ortho bionomy R, méthode qui regroupe les principes et les techniques mis au point par le docteur A.L. PAULS. Elle propose: 1) une compréhension du corps humain en tant que reflet de l'état émotionnel intérieur par des techniques simples 2) un rétablissement de l'équilibre physique et émotionnel intérieur par des techniques simples; d'une manière générale, l'association vise à amener une meilleure relation entre les êtres humains en passant par une meilleure compréhension de soi, en accord avec les principes du docteur A.L. PAULS";"000000";"000000";"17, avenue Sainte Anne";"";"";"54520";"LAXOU";"PF";"";"";"S";"";"0001-01-01 00:00:00"
"543P012949";"012949";"";"543P";"1998-02-03";"1998-02-28";"D";"S";"CLUB DES JOYEUX LURONS";"ORGANISER CHAQUE MOIS DES SORTIES CULTURELLES, REPAS DANSANTS ET THE DANSANT, RENCONTRES AVEC JEUX OU TRAVAUX MANUELS. LORSQUE NOUS AURONS ASSEZ D'ARGENT, LE TROP PERCU SERA DE DONNER UN DON PAR CHEQUE A L'HOPITAL D4ENFANTS DE NANCY BRABOIS.";"000000";"000000";"114 rue du Puisot";"";"";"54230";"NEUVES-MAISONS";"PF";"";"W543009099";"R";"";"2016-03-04 11:51:09"
"543P012950";"012950";"";"543P";"1998-02-04";"1998-02-28";"D";"S";"AMICALE DES CADRES DE L'ESCADRON DE CIRCULATION ET TRANSPORTS (E.C.T.)";"assurer la cohésion entre tous les personnels militaires servant à l'ECT";"000000";"000000";"CASERNE MOLITOR";"rue du sergent Blandan";"";"54000";"NANCY";"PM";"";"";"S";"";"0001-01-01 00:00:00"
